成分代碼,核價成分代碼,核價成分名稱
0812601651,0812601600,PENICILLIN G (=BENZYLPENICILLIN)
0812601660,0812601600,PENICILLIN G (=BENZYLPENICILLIN)
0812691610,0812601600,PENICILLIN G (=BENZYLPENICILLIN)
0812691640,0812601600,PENICILLIN G (=BENZYLPENICILLIN)
0812691650,0812601600,PENICILLIN G (=BENZYLPENICILLIN)
0001839000,0812601700,PENICILLIN V
0812601700,0812601700,PENICILLIN V
0812601710,0812601700,PENICILLIN V
0812601720,0812601700,PENICILLIN V
0812610010,0812601700,PENICILLIN V
0812691720,0812601700,PENICILLIN V
0812601900,0812601900,PIPERACILLIN
0812601910,0812601900,PIPERACILLIN
0812601915,0812601900,PIPERACILLIN
0812601950,0812601900,PIPERACILLIN
0812691910,0812601900,PIPERACILLIN
0812691950,0812601900,PIPERACILLIN
0812602000,0812602000,PIVAMPICILLIN
0812602010,0812602000,PIVAMPICILLIN
0812692010,0812602000,PIVAMPICILLIN
0812602100,0812602100,PIVMECILLINAM
0812602110,0812602100,PIVMECILLINAM
0812692110,0812602100,PIVMECILLINAM
0812602200,0812602200,SULBENICILLIN
0812602210,0812602200,SULBENICILLIN
0812602220,0812602200,SULBENICILLIN
0812692220,0812602200,SULBENICILLIN
0812602300,0812602300,TICARCILLIN
0812602310,0812602300,TICARCILLIN
0812692310,0812602300,TICARCILLIN
0812602400,0812602400,BACAMPICILLIN
0812602410,0812602400,BACAMPICILLIN
0812692410,0812602400,BACAMPICILLIN
0812602500,0812602500,TALAMPICILLIN
0812602510,0812602500,TALAMPICILLIN
0812692510,0812602500,TALAMPICILLIN
0812602600,0812602600,CEFMENOXIME
0812602610,0812602600,CEFMENOXIME
0812692610,0812602600,CEFMENOXIME
0812602700,0812602700,AZLOCILLIN
0812602710,0812602700,AZLOCILLIN
0812692710,0812602700,AZLOCILLIN
0812602800,0812602800,CEFONICID
0812602810,0812602800,CEFONICID
0812692810,0812602800,CEFONICID
0812603000,0812603000,PENICILLIN
0812700300,0812700300,HACHIMYCIN
0812700500,0812700500,STREPTOMYCIN
0812709520,0812700500,STREPTOMYCIN
0812700700,0812700700,CIPROFLOXACIN
0812700720,0812700700,CIPROFLOXACIN
0812709710,0812700700,CIPROFLOXACIN
0812709720,0812700700,CIPROFLOXACIN
0872100710,0812700700,CIPROFLOXACIN
0812700730,0812700730,CIPROFLOXACIN
0812700800,0812700800,SPARFLOXACIN
0812700910,0812700910,MOXIFLOXACIN
1700000000,0812700910,MOXIFLOXACIN
0812701000,0812701000,NADIFLOXACIN
0812701010,0812701010,Nemonoxacin (Malate Hemihydrate)
0812701210,0812701210,GEMIFLOXACIN MESYLAYE
0812800100,0812800100,CHLORTETRACYCLINE
0812800110,0812800100,CHLORTETRACYCLINE
0812809110,0812800100,CHLORTETRACYCLINE
0812800200,0812800200,DEMECLOCYCLINE
0812800210,0812800200,DEMECLOCYCLINE
0812809210,0812800200,DEMECLOCYCLINE
0812800300,0812800300,DOXYCYCLINE
0812800310,0812800300,DOXYCYCLINE
0812800315,0812800300,DOXYCYCLINE
0812800320,0812800300,DOXYCYCLINE
0812800330,0812800300,DOXYCYCLINE
0812800350,0812800300,DOXYCYCLINE
0812809310,0812800300,DOXYCYCLINE
0812809315,0812800300,DOXYCYCLINE
0812800400,0812800400,LYMECYCLINE
0812809400,0812800400,LYMECYCLINE
0812800600,0812800600,MINOCYCLINE
0812800610,0812800600,MINOCYCLINE
0812809610,0812800600,MINOCYCLINE
0812800700,0812800700,OXYTETRACYCLINE
0812800701,0812800700,OXYTETRACYCLINE
0812800710,0812800700,OXYTETRACYCLINE
0812800720,0812800700,OXYTETRACYCLINE
0812800750,0812800700,OXYTETRACYCLINE
0812800760,0812800700,OXYTETRACYCLINE
0812809710,0812800700,OXYTETRACYCLINE
0812800800,0812800800,ROLITETRACYCLINE
0812800810,0812800800,ROLITETRACYCLINE
0812800820,0812800800,ROLITETRACYCLINE
0812800830,0812800800,ROLITETRACYCLINE
0812808830,0812800800,ROLITETRACYCLINE
0812809820,0812800800,ROLITETRACYCLINE
0812809830,0812800800,ROLITETRACYCLINE
0812800900,0812800900,TETRACYCLINE
0812800901,0812800900,TETRACYCLINE
0812800910,0812800900,TETRACYCLINE
0812800920,0812800900,TETRACYCLINE
0812800931,0812800900,TETRACYCLINE PHOSPHATE
0812800940,0812800900,TETRACYCLINE
0812800951,0812800900,TETRACYCLINE PHOSPHATE
0812800970,0812800900,TETRACYCLINE
0812801100,0812800900,TETRACYCLINE
0812808950,0812800900,TETRACYCLINE PHOSPHATE
0812808951,0812800900,TETRACYCLINE PHOSPHATE
0812808970,0812800900,TETRACYCLINE
0812809410,0812800900,TETRACYCLINE
0812809910,0812800900,TETRACYCLINE
0812809920,0812800900,TETRACYCLINE
0812809940,0812800900,TETRACYCLINE
0812809950,0812800900,TETRACYCLINE PHOSPHATE
0812809951,0812800900,TETRACYCLINE PHOSPHATE
0812801200,0812801200,TIGECYCLINE
0812900300,0812900300,RIFABUTIN
0812909210,0812909210,RIFAMPIN
0816000110,0816000110,AMINOSALICYLATE CALCIUM
0816000114,0816000110,AMINOSALICYLATE CALCIUM
0816000120,0816000110,AMINOSALICYLATE CALCIUM
0816000400,0816000400,CLOFAZIMINE
0816000500,0816000500,CYCLOSERINE
0816000501,0816000500,CYCLOSERINE
0816000600,0816000600,ETHAMBUTOL
0816000610,0816000600,ETHAMBUTOL
0816000611,0816000600,ETHAMBUTOL
0816000900,0816000900,ISONIAZID
0816001000,0816000900,ISONIAZID
0816001010,0816000900,ISONIAZID
0816001020,0816000900,ISONIAZID
0816001900,0816000900,ISONIAZID
0816002210,0816000900,ISONIAZIDE
0816001200,0816001200,MORPHAZINAMIDE
0816001210,0816001200,MORPHAZINAMIDE
0816001300,0816001300,PROTHIONAMIDE
0816001400,0816001400,PYRAZINAMIDE
0816092010,0816092010,ENVIOMYCIN
0000038000,0818000100,ACYCLOVIR
0818000100,0818000100,ACYCLOVIR
0818000200,0818000200,VIDARABINE
0818000250,0818000200,VIDARABINE
0818009250,0818000200,VIDARABINE
0818000300,0818000300,AMANTADINE
0818000310,0818000300,AMANTADINE
0818000320,0818000300,AMANTADINE
0818000510,0818000510,TROMANTADINE
0818000600,0818000600,ZIDOVUDINE
0818000700,0818000700,INTERFERON BETA-1B
0818000710,0818000710,INTERFERON ALPHA- 2B
0818000720,0818000720,INTERFERON ALPHA- 2A
0818000730,0818000730,INTERFERON ALPHA- MIXTURE (=HUMAN LYMPHOBLASTOID I
0818000749,0818000749,INTERFERON BETA-1A
0818000750,0818000750,INTERFERON ALFACON-1
0818000759,0818000759,INTERFERON GAMMA 1B
0818000770,0818000770,PEGINTERFERON-ALFA-2A
0818000800,0818000800,RIBAVIRIN
0818000900,0818000900,DIDANOSINE
0818000X99,0818000X99,LAMIVUDINE
0818001400,0818000X99,LAMIVUDINE
0818001000,0818001000,ZALCITABINE
0818001100,0818001100,RITONAVIR
0818002300,0818001100,RITONAVIR
0818001300,0818001300,FAMCICLOVIR
0818002500,0818001300,FAMCICLOVIR
0818001500,0818001500,NEVIRAPINE
0818001610,0818001610,ABACAVIR
0818001700,0818001700,EFAVIRENZ
0818001810,0818001810,OSELTAMIVIR
0818001910,0818001910,NELFINAVIR
0818002000,0818002000,ZANAMIVIR
0818002100,0818002100,LOPINAVIR
0818002200,0818002200,INDINAVIR
0818002310,0818002310,SAQUINAVIR
0818002320,0818002310,SAQUINAVIR
0818002400,0818002400,STAVUDINE
0818002410,0818002410,ADEFOVIR
0818002510,0818002510,VALGANCICLOVIR
0818002610,0818002610,ATAZANAVIR
0818002700,0818002700,FOSTEMSAVIR
0818002800,0818002800,ENFUVIRTIDE
0818002900,0818002900,MARIBAVIR
0818003000,0818003000,PEGINTERFERON ALFA-2B
8019000199,0818003000,PEGINTERFERON-ALPHA-2B
0818003010,0818003010,PEGINTERFERON BETA-1A
0818003100,0818003100,ENTECAVIR
0818003110,0818003100,ENTECAVIR MONOHYDRATE
0818003200,0818003200,TIPRANAVIR
0818003300,0818003300,TELBIVUDINE
0818003500,0818003500,TENOFOVIR ALAFENAMIDE
0818003510,0818003510,TENOFOVIR DISOPROXIL FUMARATE
0818003520,0818003510,TENOFOVIR
0812201500,0818003520,TENONITROZOLE
0818003610,0818003610,DARUNAVIR ETHANOLATE
0818001110,0818003800,VALACICLOVIR
0818003800,0818003800,VALACICLOVIR
0818003900,0818003900,LETERMOVIR
0818003910,0818003910,RALTEGRAVIR
0818004000,0818004000,ETRAVIRINE
0818004200,0818004200,PENCICLOVIR
0818004310,0818004310,RILPIVIRINE HYDROCHLORIDE
0818004700,0818004700,DOLUTEGRAVIR SODIUM
0818004800,0818004800,SOFOSBUVIR
0818004825,0818004825,PIBRENTASVIR
0818004850,0818004850,GLECAPREVIR
0818004900,0818004900,LEDIPASVIR
0818005000,0818005000,Asunaprevir
0818005100,0818005100,Daclatasvir Dihydrochloride
0818005210,0818005210,PERAMIVIR
0818005300,0818005300,Ombitasvir
0818005400,0818005400,Paritaprevir
0818005510,0818005510,Dasabuvir Sodium Monohydrate
0818005600,0818005600,ELBASVIR
0818005700,0818005700,GRAZOPREVIR
0818006000,0818006000,ROPEGINTERFERON ALFA-2B
0818006200,0818006200,RILPIVIRINE
0818007100,0818007100,CABOTEGRAVIR
0818007200,0818007100,CABOTEGRAVIR
0818008000,0818008000,VELPATASVIR
0818008100,0818008100,VOXILAPREVIR
0818009998,0818009998,MOLNUPIRAVIR
0818009999,0818009999,FAVIPIRAVIR
0818010000,0818010000,BALOXAVIR MARBOXIL
0820000400,0820000400,HYDROXYCHLOROQUINE
0820000410,0820000400,HYDROXYCHLOROQUINE
0820000600,0820000600,QUININE (=CHININUM)
0820000610,0820000600,QUININE (=CHININUM)
0820000615,0820000600,QUININE (=CHININUM)
0820000620,0820000600,QUININE (=CHININUM)
0820000630,0820000600,QUININE (=CHININUM)
0820000640,0820000600,QUININE (=CHININUM)
0820009450,0820009450,MEFLOQUINE
0824000400,0824000400,SULFACETAMIDE
0824000410,0824000400,SULFACETAMIDE
0824000700,0824000700,SULFADIAZINE
0824000710,0824000700,SULFADIAZINE
0824000720,0824000700,SULFADIAZINE
0824000725,0824000700,SULFADIAZINE
0824007725,0824000700,SULFADIAZINE
0824000800,0824000800,SULFADIMETHOXINE
0824000810,0824000800,SULFADIMETHOXINE
0824001100,0824001100,SULFAMERAZINE
0824001110,0824001100,SULFAMERAZINE
0824001400,0824001400,SULFAMETHIZOLE
0824001500,0824001500,SULFAMETHOXAZOLE
0824001510,0824001500,SULFAMETHOXAZOLE
0824001600,0824001600,SULFAMETHOXYPYRIDAZINE
0824001610,0824001600,SULFAMETHOXYPYRIDAZINE
0824001670,0824001600,SULFAMETHOXYPYRIDAZINE
0824002200,0824002200,SULFATHIAZOLE
0824002210,0824002200,SULFATHIAZOLE
4040000600,0824002210,SULFINPYRAZONE
0824002400,0824002400,SULFISOMIDINE
0824002410,0824002400,SULFISOMIDINE
0824002500,0824002500,SULFISOXAZOLE
0824009100,0824002500,SULFISOXAZOLE
0826000300,0826000300,DAPSONE
0826000400,0826000400,ACEDIA SULFONE
0826000410,0826000400,ACEDIA SULFONE
0832000300,0832000300,METRONIDAZOLE
0832000400,0832000400,NIFURATEL
0832000500,0832000500,NIMORAZOLE
0832000700,0832000700,ORNIDAZOLE
0832000910,0832000910,Ingenol mebutate
0001635000,0836000700,NALIDIXIC ACID
0836000700,0836000700,NALIDIXIC ACID
0836000800,0836000800,NITROFURANTOIN
0836000810,0836000800,NITROFURANTOIN
8404602700,0836000800,NITROFURANTOIN
8404602710,0836000800,NITROFURANTOIN
0836000900,0836000900,NITROXOLINE
0836000910,0836000900,NITROXOLINE
0836001400,0836001400,NIFURTOINOL
0836001700,0836001700,TERIZIDONE
0836001900,0836001900,ENOXACIN
0836091950,0836001900,ENOXACIN
0836091960,0836001900,ENOXACIN
0836002000,0836002000,OFLOXACIN
0836002110,0836002110,UVAE URSI FOLIA
0836002111,0836002110,UVAE URSI FOLIA
0836002200,0836002200,LOMEFLOXACIN
0836002210,0836002200,LOMEFLOXACIN
0836002300,0836002300,LEVOFLOXACIN
0836002310,0836002300,LEVOFLOXACIN
0840000900,0840000900,ISOPRINOSINE
0832000800,0840001000,NATAMYCIN
0840001000,0840001000,NATAMYCIN
0840001700,0840001700,TRIMETHOPRIM
0840001800,0840001800,TETROXOPRIM
0840002000,0840002000,ROSOXACIN
0840002200,0840002200,NITROVIN
0840002210,0840002200,NITROVIN
0840002300,0840002300,NIFUROXAZIDE
2500000000,0840002300,NIFUROXAZIDE
0840002410,0840003000,PENTAMIDINE
0840003000,0840003000,PENTAMIDINE
0840003100,0840003100,ATOVAQUONE
1000000000,1000000000,BARNIDIPINE
1000000100,1000000100,MITOTANE
1000000200,1000000200,IXABEPILONE
1000000500,1000000500,TISAGENLECLEUCEL
1002000100,1002000100,VINBLASTINE
1002000110,1002000100,VINBLASTINE
1002000200,1002000200,VINCRISTINE
1002000210,1002000200,VINCRISTINE
1002009210,1002000200,VINCRISTINE
1002000500,1002000500,FILGRASTIN
1002000610,1002000610,VINORELBINE
1003000200,1003000200,BLEOMYCIN
1003000210,1003000200,BLEOMYCIN
1003000220,1003000200,BLEOMYCIN
1003009210,1003000200,BLEOMYCIN
1003000400,1003000400,DACTINOMYCIN
1003000500,1003000500,DAUNORUBICIN
1003000510,1003000500,DAUNORUBICIN
1003009510,1003000500,DAUNORUBICIN
1003000600,1003000600,DOXORUBICIN
1003000610,1003000600,DOXORUBICIN
1003000615,1003000600,DOXORUBICIN
1003000701,1003000701,MITOMYCIN C
1003000910,1003000910,ACLARUBICIN
1003009910,1003000910,ACLARUBICIN
1003001000,1003001000,MITOXANTRONE
1003001010,1003001000,MITOXANTRONE
1003001110,1003001110,IDARUBICIN
1004000100,1004000100,BUSULFAN
1004000200,1004000200,CARBOQUONE
1004000300,1004000300,CARMUSTINE
1004000400,1004000400,CHLORAMBUCIL
1004000500,1004000500,CYCLOPHOSPHAMIDE
1004000550,1004000500,CYCLOPHOSPHAMIDE
1004000560,1004000500,CYCLOPHOSPHAMIDE
1004009560,1004000500,CYCLOPHOSPHAMIDE
1004000600,1004000600,DACARBAZINE
1004000700,1004000700,LOMUSTINE
1004000800,1004000800,MELPHALAN
1004001000,1004001000,NIMUSTINE
1004001010,1004001000,NIMUSTINE
1004001300,1004001300,IFOSFAMIDE
1004001400,1004001400,ESTRAMUSTINE
1004001410,1004001400,ESTRAMUSTINE
1004001411,1004001400,ESTRAMUSTINE
1004001412,1004001400,ESTRAMUSTINE
1004081411,1004001400,ESTRAMUSTINE
1004001500,1004001500,CARBOPLATIN
1004001610,1004001610,GOSERELIN ACEATE
1004001700,1004001700,CLADRIBINE
1004001800,1004001800,ANASTROZOLE
1004001900,1004001900,EXEMESTANE
1994001900,1004001900,EXEMESTANE
1004002000,1004002000,TEMOZOLOMIDE
1004002410,1004002410,PEMETREXED
1004002420,1004002410,PEMETREXED
1004002500,1004002510,Bendamustine Hydrochloride Monohydrate
1004002510,1004002510,BENDAMUSTINE HYDROCHLORIDE
1004002900,1004002900,OLAPARIB
1004003100,1004003100,RAVULIZUMAB
1004003200,1004003200,OZANIMOD HCl
1004003400,1004003400,Inebilizumab
1004003600,1004003600,TUCIDINOSTAT
1005000100,1005000100,TALAZOPARIB TOSYLATE
1006000200,1006000200,CAPMATINIB HYDROCHLORIDE (ANHYDROUS)
1008200100,1008200100,METHOTREXATE
1008200110,1008200100,METHOTREXATE
1008200150,1008200100,METHOTREXATE
1008209110,1008200100,METHOTREXATE
1008200300,1008200300,LENALIDOMIDE
1008200400,1008200400,Pralatrexate
1008200500,1008200500,pirfenidone
1008200600,1008200600,Pomalidomide
1008200900,1008200900,TIRABRUTINIB HYDROCHLORIDE
1008400100,1008400100,CYTARABINE
1008400200,1008400200,FLUOROURACIL
1008400201,1008400200,FLUOROURACIL
1008400211,1008400200,FLUOROURACIL
1008409211,1008400200,FLUOROURACIL
1008400500,1008400500,AZACITIDINE
1008800100,1008800100,AZATHIOPRINE
1008800200,1008800200,6-MERCAPTOPURINE
1008800201,1008800200,6-MERCAPTOPURINE
1008800251,1008800200,6-MERCAPTOPURINE
1008800300,1008800300,THIOGUANINE
1008800400,1008800400,GEMCITABINE
1010000610,1008800400,GEMCITABINE
1010000300,1010000300,MEGESTROL
1010000310,1010000300,MEGESTROL
1010000400,1010000400,TAMOXIFEN
1010000410,1010000400,TAMOXIFEN
1010009410,1010000400,TAMOXIFEN
1010000710,1010000710,TOREMIFENE
1010000900,1010000900,FULVESTRANT
1010001000,1010001000,DECITABINE
1012000500,1012000500,PROCARBAZINE
1012000510,1012000500,PROCARBAZINE
1012009510,1012000500,PROCARBAZINE
1012000900,1012000900,EPIRUBICIN
1012000910,1012000900,EPIRUBICIN
1012009910,1012000900,EPIRUBICIN
1012001000,1012001000,ETOPOSIDE
1012001300,1012001300,HYDROXYUREA
1012001500,1012001500,FINASTERIDE
1012000889,1012001600,OXALIPLATIN
1012001600,1012001600,OXALIPLATIN
1012001710,1012001710,FLUDARABINE
1012002000,1012002000,CLOFARABINE
1013000100,1013000100,PACLITAXEL
1013000131,1013000131,SUNITINIB
1013000200,1013000200,DOCETAXEL
1013000220,1013000200,DOCETAXEL
1013000310,1013000310,TOPOTECAN
1013000400,1013000400,LETROZOLE
1013000500,1013000500,TRASTUZUMAB
1013000510,1013000510,TRASTUZUMAB EMTANSINE
1013000550,1013000550,TRASTUZUMAB DERUXTECAN
1013000600,1013000600,GEFITINIB
1013000710,1013000710,IMATINIB
1013000800,1013000800,BEVACIZUMAB
1013000900,1013000900,"""CETUXIMAB, CHIMERIC ANTIBODY"""
1013001000,1013001000,ERLOTINIB
1013001200,1013001200,BORTEZOMIB
1013001300,1013001300,OMALIZUMAB
1013001500,1013001500,Atezolizumab
1013001610,1013001610,SORAFENIB
1013001700,1013001700,Faricimab
1013001800,1013001800,DASATINIB
1013001920,1013001920,NILOTINIB HYDROCHLORIDE MONOHYDRATE
1013002000,1013002000,NIRAPARIB TOSYLATE MONOHYDRATE
1013002100,1013002100,RANIBIZUMAB
1013002200,1013002200,Palivizumab
1013002300,1013002300,CANAKINUMAB
1013002400,1013002400,RITUXIMAB
1013002510,1013002510,Baricitinib
1013002600,1013002600,Denosumab
1013002700,1013002700,USTEKINUMAB
1013002800,1013002800,tocilizumab
1013002900,1013002900,Golimumab
1013002X00,1013002X00,natalizumab
1013003000,1013003000,PAZOPANIB HYDROCHLORIDE
1013003200,1013003200,AXITINIB
1013003300,1013003300,BELIMUMAB
1013003500,1013003500,crizotinib
1013003600,1013003600,Vemurafenib
1013003700,1013003700,Panitumumab
1013003800,1013003800,Pertuzumab
1013003900,1013003900,AFATINIB
1013003X00,1013003X00,eculizumab
1013004000,1013004000,REGORAFENIB
1013004100,1013004100,Ipilimumab
1013004210,1013004210,RUXOLITINIB
1013004220,1013004220,FEDRATINIB DIHYDROCHLORIDE MONOHYDRATE
1013004230,1013004230,DEUCRAVACITINIB
1013004300,1013004300,VANDETANIB
1013004310,1013004310,BRENTUXIMAB VEDOTIN
1013004400,1013004400,OBINUTUZUMAB
1013004600,1013004600,alemtuzumab
1013004700,1013004700,AVELUMAB
1013004800,1013004800,TRASTUZUMAB
1013004900,1013004900,ZANUBRUTINIB
1013005010,1013005010,Nintedanib
1013005100,1013005100,Ibrutinib
1013005200,1013005200,Ceritinib
1013005310,1013005310,DABRAFENIB MESYLATE (MICRONIZED)
1013005320,1013005320,Ponatinib free base
1013005400,1013005400,Pembrolizumab
1013005500,1013005500,RAMUCIRUMAB
1013005600,1013005600,Nivolumab
1013005710,1013005710,TRAMETINIB DIMETHYL SULFOXIDE
1013005800,1013005800,ELOTUZUMAB
1013005810,1013005810,Lenvatinib mesilate
1013005950,1013005950,IXAZOMIB CITRATE
1013006110,1013006110,Alectinib
1013006200,1013006200,blinatumomab
1013006400,1013006400,DARATUMUMAB
1013006600,1013006600,VENETOCLAX
1013007000,1013007000,guselkumab
1013007100,1013007100,Cabozantinib
1013007300,1013007300,RISANKIZUMAB
1013007400,1013007400,COPANLISIB DIHYDROCHLORIDE
1013007500,1013007500,LAROTRECTINIB
1013007600,1013007600,DACOMITINIB MONOHYDRATE
1013007700,1013007700,POLATUZUMAB VEDOTIN
1013007800,1013007800,ENTRECTINIB
1013007900,1013007900,NERATINIB MALEATE
1013008000,1013008000,LORLATINIB
1013008100,1013008100,ROMOSOZUMAB
1013008300,1013008300,GILTERITINIB
1013008400,1013008400,satralizumab
1013008500,1013008500,ALPELISIB
1013008600,1013008600,ISATUXIMAB
1013008700,1013008700,AVAPRITINIB
1013008800,1013008800,ACALABRUTINIB
1013008900,1013008900,RIPRETINIB
1013009000,1013009000,BRIGATINIB
1013009100,1013009100,PEMIGATINIB
1013009200,1013009200,TEPOTINIB
1013009300,1013009300,DINUTUXIMAB
1013009400,1013009400,AMIVANTAMAB
1013009500,1013009500,SELUMETINIB HYD-SULFATE (SELUMETINIB SULFATE)
1013009600,1013009600,FILGOTINIB MALEATE
1013010000,1013010000,SELINEXOR
1013010100,1013010100,ENCORAFENIB
1013010300,1013010300,SACITUZUMAB GOVITECAN
1013010500,1013010500,PRALSETINIB
1013010600,1013010600,ENFORTUMAB VEDOTIN
1013010700,1013010700,SPESOLIMAB
1013010900,1013010900,ANIFROLUMAB
1013011200,1013011200,GLOFITAMAB
1013011301,1013011301,ASCIMINIB HYDROCHLORIDE
1013011500,1013011500,GEMTUZUMAB OZOGAMICIN
1013011800,1013011800,TECLISTAMAB
1013011900,1013011900,BOSUTINIB
1204000410,1204000410,BETHANECHOL
1204000900,1204000900,NEOSTIGMINE
1204000910,1204000900,NEOSTIGMINE
1204000920,1204000900,NEOSTIGMINE
1204000930,1204000900,NEOSTIGMINE
1204001200,1204001200,PYRIDOSTIGMINE
1204001210,1204001200,PYRIDOSTIGMINE
1204001410,1204001400,RIVASTIGMINE
1208000100,1208000100,ALVERINE
1208000110,1208000100,ALVERINE
1208000120,1208000100,ALVERINE
1208000130,1208000100,ALVERINE
1208000400,1208000400,ANISOTROPINE
1208000410,1208000400,ANISOTROPINE
1208000500,1208000500,ATROPINE
1208000510,1208000500,ATROPINE
1208000520,1208000500,ATROPINE
1208000530,1208000500,ATROPINE
1208000540,1208000500,ATROPINE
1208005000,1208000500,ATROPINE
9200110650,1208000500,ATROPINE
1208000600,1208000600,BELLADONNA ALKALOID
1208000601,1208000600,BELLADONNA ALKALOID
1208000603,1208000600,BELLADONNA ALKALOID
1208000610,1208000600,BELLADONNA ALKALOID
1208000611,1208000600,BELLADONNA ALKALOID
1208000612,1208000600,BELLADONNA ALKALOID
1208000613,1208000600,BELLADONNA ALKALOID
1208000620,1208000600,BELLADONNA ALKALOID
1208008601,1208000600,BELLADONNA ALKALOID
1208000800,1208000800,BENZTROPINE
1208000810,1208000800,BENZTROPINE
1208000900,1208000900,BIPERIDEN
1208000910,1208000900,BIPERIDEN
1208000920,1208000900,BIPERIDEN
1208001000,1208001000,BUTETHAMATE
1208001010,1208001000,BUTETHAMATE
1208001100,1208001100,BUTROPIUM
1208001110,1208001100,BUTROPIUM
1208001200,1208001200,BUTYLSCOPOLAMINE
1208001210,1208001200,BUTYLSCOPOLAMINE
1208001211,1208001200,BUTYLSCOPOLAMINE
1208001300,1208001300,CAMYLOFINE
1208001310,1208001300,CAMYLOFINE
1208001500,1208001500,CHLORPHENOXAMINE
1208001510,1208001500,CHLORPHENOXAMINE
1208001520,1208001500,CHLORPHENOXAMINE
1208001600,1208001600,CLIDINIUM
1208001610,1208001600,CLIDINIUM
0000785000,1208001800,DICYCLOMINE
1208001800,1208001800,DICYCLOMINE
1208001810,1208001800,DICYCLOMINE
1208002300,1208002300,FLAVOXATE
1208002310,1208002300,FLAVOXATE
1208002400,1208002400,GLYCOPYRROLATE
1208002410,1208002410,GLYCOPYRRONIUM BROMIDE
1208002500,1208002500,HYOSCYAMINE
1208002510,1208002500,HYOSCYAMINE
1208002520,1208002500,HYOSCYAMINE
1208002530,1208002500,HYOSCYAMINE
1208092520,1208002500,HYOSCYAMINE
1208002800,1208002800,ISOPROPAMIDE
1208002810,1208002800,ISOPROPAMIDE
1208092810,1208002800,ISOPROPAMIDE
1208002900,1208002900,LEVODOPA
1208003000,1208003000,MEBEVERINE
1208003010,1208003000,MEBEVERINE
1208003300,1208003300,METHSCOPOLAMINE
1208003310,1208003300,METHSCOPOLAMINE
1208003320,1208003300,METHSCOPOLAMINE
1208003400,1208003400,ORPHENADRINE
1208003410,1208003400,ORPHENADRINE
1208003420,1208003400,ORPHENADRINE
1208003500,1208003500,OXYPHENCYCLIMINE
1208003510,1208003500,OXYPHENCYCLIMINE
1208003700,1208003700,PIPERIDOLATE
1208003710,1208003700,PIPERIDOLATE
1208093710,1208003700,PIPERIDOLATE
1208003810,1208003810,PIPERILATE HCL
1208003820,1208003820,PIPERILATE ETHOBROMIDE
1208004000,1208004000,PRIDINOL
1208004010,1208004000,PRIDINOL
1208004020,1208004000,PRIDINOL
1208004200,1208004200,PROGLUMIDE
1208004300,1208004300,PROPANTHELINE
1208004310,1208004300,PROPANTHELINE
0002093000,1208004600,SCOPOLAMINE
1208004501,1208004600,SCOPOLIA EXTRACT
1208004502,1208004600,SCOPOLIA EXTRACT
1208004503,1208004600,SCOPOLIA EXTRACT
1208004504,1208004600,SCOPOLIA EXTRACT
1208004600,1208004600,SCOPOLAMINE
1208004610,1208004600,SCOPOLAMINE
1208004620,1208004600,SCOPOLAMINE
1208004630,1208004600,SCOPOLAMINE
1208004640,1208004600,SCOPOLAMINE
1208004650,1208004600,SCOPOLAMINE
1208004660,1208004600,SCOPOLAMINE
1208094503,1208004600,SCOPOLIA EXTRACT
0002404000,1208004900,TRIHEXYPHENIDYL
1208004900,1208004900,TRIHEXYPHENIDYL
1208004910,1208004900,TRIHEXYPHENIDYL
1208005100,1208005100,VALETHAMATE
1208005110,1208005100,VALETHAMATE
1208005300,1208005300,TIMEPIDIUM
1208005310,1208005300,TIMEPIDIUM
1208005600,1208005600,BUTINOLIN
1208005610,1208005600,BUTINOLIN
1208006420,1208006420,TOLTERODINE
1208006600,1208006600,TIOTROPIUM
1208006610,1208006600,TIOTROPIUM
1208007000,1208007000,OPICAPONE
1208008800,1208008800,ENTACAPONE
1210100100,1210100100,CARVEDILOL
1216100100,1210100100,CARVEDILOL
1212000200,1212000200,CLORPRENALINE
1212000210,1212000200,CLORPRENALINE
1212000213,1212000200,CLORPRENALINE
0000866000,1212000400,DOPAMINE
1212000400,1212000400,DOPAMINE
1212000410,1212000400,DOPAMINE
1212009410,1212000400,DOPAMINE
1212000510,1212000510,EPHEDRINE
1212000520,1212000510,EPHEDRINE
1212000700,1212000700,ETILEFRIN
1212000710,1212000700,ETILEFRIN
1212000900,1212000900,FENOTEROL
1212000910,1212000900,FENOTEROL
1212001000,1212001000,HEXOPRENALINE
1212001010,1212001000,HEXOPRENALINE
1212001200,1212001200,ISOPROTERENOL
1212001203,1212001200,ISOPROTERENOL
1212001210,1212001200,ISOPROTERENOL
1212001212,1212001200,ISOPROTERENOL
1212001220,1212001200,ISOPROTERENOL
1212001225,1212001200,ISOPROTERENOL
1212001400,1212001400,METAPROTERENOL
1212001410,1212001400,METAPROTERENOL
1212001500,1212001500,METARAMINOL
1212001510,1212001500,METARAMINOL
1212091510,1212001500,METARAMINOL
1212001700,1212001700,METHOXYPHENAMINE
1212001710,1212001700,METHOXYPHENAMINE
1212001900,1212001900,NAPHAZOLINE
1212001910,1212001900,NAPHAZOLINE
1212001920,1212001900,NAPHAZOLINE
1212002000,1212002000,NOREPINEPHRINE
1212002002,1212002000,NOREPINEPHRINE
